Character Name,Height,Weight,Bust,Waist,Hip,Gender,Eye Color,Hair Color,Hair Length,Apparent Age,Animal Ears,
Shiori Sakurazaka,,,,,,Female ,Green ,Brown ,To Shoulders ,Teen ,No ,
Mihaya Araki,,,,,,Female ,Blue / Green ,Blue / Green ,To Shoulders ,Teen ,No ,
Ritsu Mamiya,,,,,,Female ,Gray ,Black ,To Neck ,Teen ,No ,
Murasaki Ikoma,,,,,,Female ,Purple ,Pink ,Past Waist ,Teen ,No ,
Hana Sunomiya,,,,,,Female ,Purple ,Purple ,To Neck ,Teen ,No ,
Hana,,,,,,Female ,Blue ,Black ,Past Waist ,Teen ,No ,
Abramelin,,,,,,Female ,Pink ,Purple ,To Chest ,Teen ,No ,
Picatrix,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Mel,,,,,,Female ,Green ,Green ,To Neck ,Teen ,No ,
Arsnotoria,,,,,,Female ,Blue ,Pink ,Past Waist ,Teen ,No ,
Kanako Mamiya,,,,,,Female ,Green ,Blue ,To Shoulders ,Teen ,No ,
Isana Higashira,,,,,,Female ,Green ,Green ,To Neck ,Teen ,No ,
Akatsuki Minami,,,,,,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Yume Irido,,,,,,Female ,Brown ,Black ,To Waist ,Teen ,No ,
Chitose Shirakawa,,,,,,Female ,Red ,Red ,To Ears ,Teen ,No ,
Mahiru Shiina,,,,,,Female ,Yellow ,Blonde ,Past Waist ,Teen ,No ,
Kisara,158cm,,,,,Female ,Red ,Pink ,To Waist ,Teen ,No ,
Lilia Kudelfeyt,,,,,,Female ,Blue ,Pink ,Past Waist ,Teen ,No ,
Lise Kohinata,150cm,,,,,Female ,Blue ,Brown ,To Neck ,Teen ,No ,
Yukino Tachibana,166cm,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Sumika Maehara,161cm,,,,,Female ,Green ,Brown ,To Waist ,Teen ,No ,
Saki Kotaka,151cm,,,,,Female ,Purple ,Brown ,To Neck ,Teen ,No ,
Hiyori Hayama,156cm,,,,,Female ,Blue ,Brown ,To Neck ,Teen ,No ,
Rhea White Mishima,167cm,,,,,Female ,Not Visible ,Blonde ,To Waist ,Teen ,No ,
Yuna Yukishiro,,,,,,Female ,Purple ,Blue ,To Chest ,Teen ,No ,
Rin Kinosaki,161cm,,,,,Female ,Green ,Orange ,To Shoulders ,Teen ,No ,
Mayuri Shiratori,159cm,,,,,Female ,Blue ,Pink ,To Neck ,Teen ,No ,
Akari,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Isuzu Shiranui,146cm,43kg,78cm,55cm,81cm,Female ,Purple ,Brown ,To Waist ,Teen ,No ,
Rei Shinonome,,,,,,Female ,Red ,Purple ,To Shoulders ,Teen ,No ,
Shinobu Kokonoe,164cm,48kg,87cm,58cm,80cm,Female ,Yellow ,Green ,To Chest ,Adult ,No ,
Kanata Amatsu,162cm,49kg,85cm,54cm,80cm,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Yukie Yatsuka,161cm,45kg,70cm,56cm,73cm,Female ,Yellow ,Red ,To Waist ,Teen ,No ,
Kinoko Himejima,,,,,,Female ,Yellow ,Purple ,Past Waist ,Teen ,No ,
Nana,168cm,,89cm,60cm,89cm,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Itsuki,163cm,,85cm,62cm,85cm,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Mischa Eisenstein,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Eri Shirasagi,,,,,,Female ,Red ,Black ,Past Waist ,Teen ,No ,
Yukitsuki Asaka,,,,,,Female ,Purple ,Pink ,To Shoulders ,Teen ,No ,
Karin Istel,,,,,,Female ,Orange ,Blonde ,To Neck ,Teen ,No ,
Ilya Ilyukhin,,,,,,Female ,Red ,White ,To Ears ,Teen ,No ,
Aoi Izumizawa,,,,,,Female ,Brown ,Black ,To Waist ,Teen ,No ,
Miyako Godai,,,,,,Female ,Pink ,Black ,To Shoulders ,Teen ,No ,
Kisa Tachibana,,,,,,Female ,Orange ,Pink ,To Ears ,Teen ,No ,
Yumi Higuchi,,,,,,Female ,Brown ,Pink ,To Neck ,Teen ,No ,
Yukari Izumi,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Kyoko Honda,,,,,,Female ,Brown ,Orange ,Past Waist ,Teen ,No ,
Nozomi Hinata,,,,,,Female ,Blue ,Brown ,Past Waist ,Teen ,No ,
Yuzu Hosono,160cm,,,,,Female ,Orange ,Orange ,To Waist ,Teen ,No ,
Yomogi Takahashi,158cm,,,,,Female ,Blue ,Blue ,To Shoulders ,Teen ,No ,
Yayoi Sakamoto,153cm,,,,,Female ,Pink ,Pink ,To Shoulders ,Teen ,No ,
Asaemon Yamada,,,,,,Female ,Brown ,Gray ,To Waist ,Teen ,No ,
Chuubou Sonken,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Shinobu Honosaka,,,,,,Female ,Green ,Black ,To Ears ,Teen ,No ,
Sonia Yanagi,,,,,,Female ,Green ,Gray ,To Ears ,Teen ,No ,
Hibiki Morishima,,,,,,Female ,Blue / Green ,Green ,To Ears ,Teen ,No ,
Nazuna Hashimoto,,,,,,Female ,Brown ,Black ,To Chest ,Teen ,No ,
Yumemi Nanahoshi,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Rosalia,,,,,,Female ,Green ,Blonde ,To Chest ,Teen ,No ,
Yui Yagi,162cm,,,,,Female ,Yellow ,White ,Past Waist ,Adult ,No ,
Naru Hakobe,,,,,,Female ,Red ,Black ,Past Waist ,Teen ,No ,
Nagi Kobotoke,,,,,,Female ,Blue ,Gray ,To Shoulders ,Teen ,No ,
Nazuna Tennouzu,,,,,,Female ,Blue ,Pink ,To Shoulders ,Teen ,No ,
Aliciana Ogata,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Serina Akesaka,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Fuki Harukawa,,,,,,Female ,Brown ,Brown ,To Ears ,Teen ,No ,
Kasumi Kirigakure,,,,,,Female ,Purple ,Brown ,To Ears ,Teen ,No ,
Natane Ichimonji,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Toro Ichimonji,,,,,,Female ,Purple ,Black ,Past Waist ,Teen ,No ,
Aoi Matsunaga,,,,,,Female ,Blue / Green ,Brown ,To Shoulders ,Teen ,No ,
Haruka Mikami,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Kyoka Nishino,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Asuna Kanzaki,,,,,,Female ,Pink ,Black ,To Chest ,Teen ,No ,
Momoka Saotome,,,,,,Female ,Blue / Green ,Blue ,To Ears ,Teen ,No ,
Jun Kirishima,,,,,,Female ,Purple ,Red ,To Chest ,Teen ,No ,
Ginny Fin de Salvan,,,,,,Female ,Purple ,Pink ,To Shoulders ,Teen ,No ,
Ireena Litz de Olh...,,,,,,Female ,Blue / Green ,White ,Past Waist ,Teen ,Elf ,
Serufu Yua,,,,,,Female ,Orange ,Gray ,To Neck ,Teen ,No ,
Seri Kikyo,,,,,,Female ,Brown ,Blonde ,To Chest ,Teen ,No ,
Sakurako Mikage,,,,,,Female ,Yellow ,Gray ,To Chest ,Teen ,No ,
Mao Daidouji,,,,,,Female ,Blue ,Brown ,To Ears ,Teen ,No ,
Koharu Hotta,,,,,,Female ,Brown ,Black ,To Neck ,Teen ,No ,
Izumi Himuro,,,,,,Female ,Yellow ,Blue ,To Shoulders ,Adult ,No ,
Diana Diafell,,,,,,Female ,Blue ,Pink ,To Waist ,Teen ,No ,
Arisa Takamizawa,,,,,,Female ,Yellow ,Black ,To Chest ,Teen ,No ,
Chizuru Nakamura,,,,,,Female ,Red ,Blue ,To Chest ,Teen ,No ,
Hiyori Suzumi,,,,,,Female ,Brown ,Black ,To Neck ,Teen ,No ,
Nekozaki,166cm,,,,,Female ,Pink ,Green ,To Waist ,Teen ,No ,
Akira Hujieda,,,,,,Female ,Pink ,Purple ,To Neck ,Teen ,No ,
Minoru Ookuma,,,,,,Female ,Brown ,Brown ,To Ears ,Teen ,No ,
Mai Togano,,,,,,Female ,Gray ,Black ,To Shoulders ,Teen ,No ,
Yasuko Nawashiro,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Oshizu Hebimori,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Ayumi Tougeguchi,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Ai Tatsumori,,,,,,Female ,Gray ,Black ,To Shoulders ,Teen ,No ,
Neko Kamimoku,,,,,,Female ,Gray ,Black ,To Chest ,Teen ,No ,
Riona Shijou,,,,,,Female ,Pink ,Brown ,To Shoulders ,Teen ,No ,
Hotaru Hiraiwa,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Riri Minakami,,,,,,Female ,Yellow ,Blonde ,To Ears ,Teen ,No ,
Hitomi Washio,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Kei Tanigawa,,,,,,Female ,Yellow ,Brown ,To Ears ,Teen ,No ,
Tomono Kojou,,,,,,Female ,Red ,Brown ,To Shoulders ,Teen ,No ,
Touko Usagihara,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Erika Kizaki,,,,,,Female ,Pink ,Blonde ,To Chest ,Teen ,No ,
Snow McClain,,,,,,Female ,Red ,Blue ,To Neck ,Teen ,No ,
Daia,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Rune,,,,,,Female ,Brown ,Orange ,To Waist ,Teen ,No ,
Nowa Sugaya,,,,,,Female ,Black ,Black ,To Chest ,Teen ,No ,
Tsukasa Ebisu,,,,,,Female ,Purple ,Orange ,To Shoulders ,Teen ,No ,
Megumi Aikawa,159cm,,,,,Female ,Blue / Green ,Pink ,To Waist ,Teen ,No ,
Aya,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Satomi,,,,,,Female ,Brown ,Black ,To Ears ,Teen ,No ,
Shion,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Ruri Tsukiyono,,,,,,Female ,Red ,Brown ,To Waist ,Teen ,No ,
Haruko Yamada,,,,,,Female ,Pink ,Brown ,To Neck ,Teen ,No ,
Kaede Naruse,,,,,,Female ,Yellow ,Red ,To Ears ,Teen ,No ,
Maise Higa,,,,,,Female ,Brown ,Purple ,To Neck ,Teen ,No ,
Kikka,,,,,,Female ,Pink ,Pink ,To Shoulders ,Teen ,No ,
Hiyori Tori,,,,,,Female ,Orange ,Orange ,To Neck ,Teen ,No ,
Sakura Banka ,,,,,,Female ,Blue ,Black ,To Waist ,Teen ,No ,
Machiko,,,,,,Female ,Black ,Blue ,To Neck ,Teen ,No ,
Keiko,,,,,,Female ,Not Visible ,Brown ,To Chest ,Teen ,No ,
Akiko,,,,,,Female ,Gray ,Red ,To Neck ,Teen ,No ,
Midori,,,,,,Female ,Brown ,Brown ,To Ears ,Teen ,No ,
Hiroka Betsuyaku,,,,,,Female ,Black ,Black ,To Shoulders ,Teen ,No ,
Ruka Watanabe,,,,,,Female ,Brown ,Black ,To Chest ,Teen ,No ,
Suzu Naitou,,,,,,Female ,Black ,Black ,To Shoulders ,Teen ,No ,
Kyouko,,,,,,Female ,Purple ,Brown ,To Neck ,Teen ,No ,
Sakura Yamauchi,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Hanako Sakuraba,,,,,,Female ,Pink ,Brown ,To Chest ,Teen ,No ,
Yamamoto,,,,,,Female ,Yellow ,Brown ,To Neck ,Teen ,No ,
Shirota,,,,,,Female ,Green ,Brown ,Past Waist ,Teen ,No ,
Shirai,,,,,,Female ,Blue / Green ,Black ,To Ears ,Teen ,No ,
Umino,,,,,,Female ,Black ,Black ,To Shoulders ,Teen ,No ,
Maru Mori,,,,,,Female ,Blue ,Black ,To Neck ,Teen ,No ,
Maki Kuwana,,,,,,Female ,Red ,Black ,To Shoulders ,Teen ,No ,
Utsuro,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Tsukiko Kiryuu,,,,,,Female ,Yellow ,Blue ,To Neck ,Teen ,No ,
Ayana Minaguchi,,,,,,Female ,Pink ,Green ,To Neck ,Adult ,No ,
Hayu Natsuhazuki,,,,,,Female ,Green ,Brown ,To Neck ,Teen ,No ,
Yume Hinaga,,,,,,Female ,Blue / Green ,Pink ,To Shoulders ,Teen ,No ,
Yumi Kohama,,,,,,Female ,Black ,Brown ,To Chest ,Teen ,No ,
Sae Hinata,154cm,48kg,80cm,55cm,82cm,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Miou Aida,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Akari Hayasaka,,,,,,Female ,Red ,Purple ,To Waist ,Teen ,No ,
Natsuki Enomoto,,,,,,Female ,Brown ,Brown ,Hair Up / Indeterminate ,Teen ,No ,
Ringo Tatara,,,,,,Female ,Green ,Black ,To Neck ,Teen ,No ,
Roanna Fontaine,,,,,,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Flora Beltrum,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Christina Beltrum,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Miharu Ayase,,,,,,Female ,Purple ,Black ,Past Waist ,Teen ,No ,
Chinu Kawakubo,165cm,,,,,Female ,Blue ,Black ,To Chest ,Teen ,No ,
Nagisa Minase,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Mizuho,,,,,,Female ,Brown ,Black ,To Chest ,Teen ,No ,
Nozomi,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Nagisa Natsunagi,,,,,,Female ,Red ,Black ,Past Waist ,Teen ,No ,
Risa Nakayama,,,,,,Female ,Purple ,Purple ,To Ears ,Teen ,No ,
Hijiri Nojima,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Chiaki Sawada,,,,,,Female ,Purple ,Maroon ,To Chest ,Teen ,No ,
Chika Sawada,,,,,,Female ,Purple ,Maroon ,To Chest ,Teen ,No ,
Ayako Yamada,,,,,,Female ,Blue ,Black ,To Ears ,Teen ,No ,
Kaoru Hoshino,,,,,,Female ,Yellow ,Blonde ,To Shoulders ,Teen ,No ,
Sawa Sugimoto,,,,,,Female ,Pink ,Purple ,To Shoulders ,Teen ,No ,
Ai Narata,,,,,,Female ,Blue ,Blue ,To Ears ,Teen ,No ,
Sarasa Watanabe,,,,,,Female ,Green ,Blonde ,To Neck ,Teen ,No ,
Mari,,,,,,Female ,Black ,Pink ,To Neck ,Teen ,No ,
Hikaru Hanatsubaki,163cm,,,,,Female ,Pink ,Pink ,To Shoulders ,Teen ,No ,
Michiru Hanatsubaki,163cm,,,,,Female ,Pink ,Blonde ,To Ears ,Teen ,No ,
Shino Mizusaki,,,,,,Female ,Red ,Gray ,Past Waist ,Teen ,No ,
Uta Komagawa,,,,,,Female ,Blue / Green ,Brown ,To Shoulders ,Teen ,No ,
Niina Yamada,,,,,,Female ,Brown ,Blonde ,To Neck ,Teen ,No ,
Mio Hirahara,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Momo Tanabe,,,,,,Female ,Blue ,Brown ,To Chest ,Teen ,No ,
Miyako Shirakaba,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Ruka Hanari,,,,,,Female ,Black ,Black ,To Chest ,Teen ,No ,
Hiori Hirahara,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Ruri,,,,,,Female ,Purple ,Black ,To Waist ,Teen ,No ,
Ayano Aishi,,,,,,Female ,Gray ,Black ,To Neck ,Teen ,No ,
Airi Kurimura,,,,,,Female ,Blue / Green ,Brown ,To Chest ,Teen ,No ,
Hikari,,,,,,Female ,Red ,White ,To Shoulders ,Teen ,No ,
Misaki Rita,,,,,,Female ,Red ,Black ,To Chest ,Teen ,No ,
Sana Horii,,,,,,Female ,Gray ,Gray ,To Neck ,Teen ,No ,
Reona Machimura,,,,,,Female ,Green ,Purple ,To Chest ,Teen ,No ,
Kiriko Hiruda,,,,,,Female ,Purple ,Blonde ,Past Waist ,Teen ,No ,
Mia Fujikawa,,,,,,Female ,Gray ,Gray ,To Waist ,Teen ,No ,
Kazuma Aoike,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Kiriko Tounuma,,,,,,Female ,Purple ,Red ,To Shoulders ,Teen ,No ,
Nobuko Momomura,,,,,,Female ,Yellow ,Black ,To Chest ,Teen ,No ,
Yuu Sumio,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Erika Oldenburg,,,,,,Female ,Green ,Blonde ,To Waist ,Teen ,Elf ,
Rita Drake,163.2cm,,85cm,61cm,88cm,Female ,Yellow ,Gray ,To Neck ,Teen ,Animal ,
Renge Miyamoto,,,,,,Female ,Purple ,Black ,To Neck ,Teen ,Animal ,
Farfalia,138.2cm,,68cm,53cm,74cm,Female ,Blue / Green ,Brown ,To Waist ,Teen ,Animal ,
Kirara Oogami,159.4cm,,91cm,64cm,88cm,Female ,Red ,White ,Past Waist ,Teen ,Animal ,
Yuno Bernal,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,Elf ,
Kris Bernal,,,,,,Female ,Blue / Green ,Blonde ,Past Waist ,Teen ,Elf ,
Suzuna Isurugi,,,,,,Female ,Yellow ,Black ,To Neck ,Teen ,Animal ,
Camilla Regina,,,,,,Female ,Red ,Blonde ,Past Waist ,Teen ,Elf ,
Alisa Kirstein,152.3cm,,80cm,58cm,82cm,Female ,Green ,Orange ,To Chest ,Teen ,No ,
Tama Kyan,157cm,48kg,,,,Female ,Pink ,Orange ,To Shoulders ,Teen ,No ,
Rei Shioya,160cm,50kg,,,,Female ,Green ,Blue ,To Neck ,Teen ,No ,
Minori Gakesaka,151cm,43kg,,,,Female ,Yellow ,Orange ,To Neck ,Teen ,No ,
Urara Toyofusa,158cm,55kg,,,,Female ,Blue ,Blue ,To Chest ,Teen ,No ,
Kanan Misenai,160cm,50kg,,,,Female ,Orange ,Black ,To Chest ,Teen ,No ,
Sakura Kanemoto,,,,,,Female ,Purple ,Purple ,To Neck ,Teen ,No ,
Asuka Mori,,,,,,Female ,Green ,Brown ,To Chest ,Teen ,No ,
Yuki Miyamura,,,,,,Female ,Pink ,Brown ,To Chest ,Teen ,No ,
Mayu Ueno,,,,,,Female ,Pink ,Brown ,To Ears ,Teen ,No ,
Chie Satonaka,,,,,,Female ,Blue ,Blue ,To Shoulders ,Teen ,No ,
Yuki Takamiya,,,,,,Female ,Black ,Black ,To Chest ,Teen ,No ,
Tomi Kisaragi,,,,,,Female ,Brown ,Blonde ,To Waist ,Teen ,No ,
Ryoko Shinonome,,,,,,Female ,Gray ,Gray ,To Shoulders ,Teen ,No ,
Miwako Sawatari,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Megumi Yakushiji,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Iori Fuyusaka,,,,,,Female ,Gray ,Gray ,To Chest ,Teen ,No ,
Erika Aiba,,,,,,Female ,Brown ,Gray ,To Neck ,Teen ,No ,
Natsumi Asaoka,,,,,,Female ,Black ,Brown ,Past Waist ,Teen ,No ,
Miwa,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Kotobuki Awano,,,,,,Female ,Pink ,White ,To Neck ,Teen ,No ,
Haruka,,,,,,Female ,Blue ,Orange ,To Shoulders ,Teen ,No ,
Chiemi,,,,,,Female ,Brown ,Brown ,To Ears ,Teen ,No ,
Kurumi Saijo,,,,,,Female ,Blue ,Orange ,To Chest ,Teen ,No ,
Koito Nagase,,,,,,Female ,Green ,Brown ,To Chest ,Teen ,No ,
Haruko,158cm,,,,,Female ,Red ,Red ,To Chest ,Teen ,No ,
Arashi Waraino,155cm,47kg,76cm,55cm,77cm,Female ,Red ,Brown ,To Neck ,Teen ,No ,
Eru Kusaba,157cm,50kg,81cm,56cm,80cm,Female ,Green ,Blonde ,To Chest ,Teen ,No ,
Kanae Kanari,154cm,43kg,74cm,52cm,75cm,Female ,Yellow ,Blonde ,To Shoulders ,Teen ,No ,
Manatsu Kogarashi,157cm,49kg,80cm,56cm,80cm,Female ,Purple ,Red ,To Neck ,Teen ,No ,
Sakura Kouno,,,,,,Female ,Green ,Green ,To Neck ,Teen ,No ,
Remi Ayasaki,,,,,,Female ,Red ,Red ,To Waist ,Teen ,No ,
Yuki Yoshikawa,,,,,,Female ,Yellow ,Blonde ,To Neck ,Teen ,No ,
Kyouko Hori,,,,,,Female ,Orange ,Brown ,To Chest ,Teen ,No ,
Yuzu Izumi,,,,,,Female ,Yellow ,Brown ,To Shoulders ,Teen ,No ,
Hanabi Natsubayashi,,,,,,Female ,Orange ,Blonde ,To Neck ,Teen ,No ,
Fuuka Kikuchi,,,,,,Female ,Yellow ,Gray ,To Neck ,Teen ,No ,
Minami Nanami,,,,,,Female ,Blue / Green ,Blue ,To Waist ,Teen ,No ,
Aoi Hinami,,,,,,Female ,Green ,Brown ,To Shoulders ,Teen ,No ,
Mika-chan,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Madoka,,,,,,Female ,Green ,Black ,To Chest ,Teen ,No ,
Mio Miyamasu,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Ayu,,,,,,Female ,Yellow ,Blonde ,To Chest ,Teen ,No ,
Shea Foschurose,,,,,,Female ,Purple ,Blonde ,Past Waist ,Teen ,No ,
Kaori Takanashi,,,,,,Female ,Blue / Green ,Black ,To Shoulders ,Teen ,No ,
Fuuko Sorano,,,,,,Female ,Not Visible ,Green ,To Chest ,Teen ,No ,
Yuuka Sasaki,,,,,,Female ,Yellow ,Blonde ,To Ears ,Teen ,No ,
Kirara Habu,,,,,,Female ,Purple ,Blonde ,To Waist ,Teen ,No ,
Sora Narukami,,,,,,Female ,Red ,Red ,To Waist ,Teen ,No ,
Kyouko Izanami,,,,,,Female ,Pink ,Blue ,To Waist ,Teen ,No ,
Taeko Nagafuji,,,,,,Female ,Green ,Purple ,To Shoulders ,Teen ,No ,
Akira Hino,,,,,,Female ,Green ,Brown ,To Shoulders ,Teen ,No ,
Hougetsu Shimamura,,,,,,Female ,Pink ,Brown ,To Waist ,Teen ,No ,
Sakura Adachi,,,,,,Female ,Blue ,Black ,To Shoulders ,Teen ,No ,
Sakura,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Kotoko Imai,,,,,,Female ,Blue / Green ,Blue ,Past Waist ,Teen ,No ,
Maira Tsukishima,,,,,,Female ,Blue ,Blonde ,To Chest ,Teen ,No ,
Tokiwa Anzai,,,,,,Female ,Yellow ,Red ,To Shoulders ,Teen ,No ,
Youko Kamiya,,,,,,Female ,Brown ,Blonde ,To Ears ,Teen ,No ,
Class Representative,,,,,,Female ,Not Visible ,Black ,To Chest ,Teen ,No ,
Miaomiao,,,,,,Female ,Brown ,Black ,To Ears ,Teen ,No ,
Shi Miao,,,,,,Female ,Black ,Black ,To Chest ,Teen ,No ,
Yoriko Fukase,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Sora Tenkuuji,,,86cm,52cm,78cm,Female ,Green ,Gray ,To Waist ,Teen ,No ,
Maihime Shirayuki,,,92cm,62cm,90cm,Female ,Red ,Pink ,To Shoulders ,Teen ,No ,
Honoka Tsukii,,,,,,Female ,Purple ,Brown ,To Waist ,Teen ,No ,
Mi-Ra Yu,,,,,,Female ,Yellow ,Orange ,To Neck ,Teen ,No ,
Makoto Oono,,,,,,Female ,Not Visible ,Black ,To Shoulders ,Teen ,No ,
Yuuki Kuroiwa,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Hina Tsurugi,,,,,,Female ,Yellow ,Blonde ,To Neck ,Teen ,No ,
Lucifer,,,,,,Female ,Purple ,Purple ,To Neck ,Teen ,No ,
Tiara,,,,,,Female ,Blue ,Red ,To Shoulders ,Teen ,No ,
Rosetta,,,,,,Female ,Purple ,Blue ,Past Waist ,Teen ,No ,
Lavie,,,,,,Female ,Green ,Blonde ,To Neck ,Teen ,No ,
Lynette,,,,,,Female ,Purple ,Green ,To Shoulders ,Teen ,No ,
Emilia,,,,,,Female ,Red ,Purple ,Past Waist ,Teen ,No ,
Alpha,,,,,,Female ,Blue ,Pink ,To Shoulders ,Teen ,No ,
Salsa,,,,,,Female ,Pink ,Orange ,To Ears ,Teen ,No ,
Garnet,,,,,,Female ,Purple ,Black ,To Chest ,Teen ,No ,
Nadeshiko,,,,,,Female ,Purple ,Purple ,To Waist ,Teen ,No ,
Tsubaki,,,,,,Female ,Purple ,Brown ,To Shoulders ,Teen ,No ,
Kaede,,,,,,Female ,Green ,Purple ,To Shoulders ,Teen ,No ,
Ratura,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Champe,,,,,,Female ,Blue ,Pink ,To Waist ,Teen ,No ,
Angelica,,,,,,Female ,Blue ,Pink ,To Shoulders ,Teen ,No ,
Yue,,,,,,Female ,Purple ,Purple ,To Waist ,Teen ,No ,
Millefeuille,,,,,,Female ,Not Visible ,Green ,Past Waist ,Teen ,No ,
Fiona,,,,,,Female ,Green ,Red ,To Neck ,Teen ,No ,
Muni Ohnaruto,151cm,,,,,Female ,Yellow ,Maroon ,To Shoulders ,Teen ,No ,
Rinku Aimoto,156cm,,,,,Female ,Red ,Blonde ,To Shoulders ,Teen ,No ,
Miya Harazuru,,,,,,Female ,Gray ,Black ,Past Waist ,Teen ,No ,
Miriam Hildegard v...,153cm,40kg,,,,Female ,Pink ,Purple ,Past Waist ,Teen ,No ,
Shenlin Kuo,,,,,,Female ,Red ,Brown ,To Chest ,Teen ,No ,
Thi Mai Yoshimura,,,,,,Female ,Green ,Green ,To Neck ,Teen ,No ,
Kaede J. Nouvel,164cm,52kg,,,,Female ,Blue ,Red ,To Chest ,Teen ,No ,
Tazusa Andou,158cm,49kg,,,,Female ,Orange ,Blonde ,To Neck ,Teen ,No ,
Fumi Futagawa,,,,,,Female ,Blue ,Orange ,To Neck ,Teen ,No ,
Yuyu Shirai,163cm,48kg,,,,Female ,Pink ,Blue ,To Waist ,Teen ,No ,
Riri Hitotsuyanagi,156cm,49kg,80cm,55cm,73cm,Female ,Pink ,Pink ,To Neck ,Teen ,No ,
Kaori Yamashina,,,,,,Female ,Blue ,Red ,To Waist ,Teen ,No ,
Mimori Amamiya,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Ranze,,,,,,Female ,Not Visible ,Brown ,To Neck ,Teen ,No ,
Valmi,,,,,,Female ,Pink ,Blonde ,To Waist ,Teen ,No ,
Naru Senda,,,,,,Female ,Gray ,Black ,To Shoulders ,Teen ,No ,
Anemone,,,,,,Female ,Red ,Purple ,To Shoulders ,Teen ,No ,
Gerbera,,,,,,Female ,Green ,Pink ,Past Waist ,Teen ,No ,
Lemon,,,,,,Female ,Green ,Blonde ,To Shoulders ,Teen ,Animal ,
Snow,,,,,,Female ,Red ,White ,To Chest ,Teen ,No ,
Freesia,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Sapphire,,,,,,Female ,Purple ,Blue ,To Chest ,Teen ,No ,
Scarlet,,,,,,Female ,Red ,Red ,Past Waist ,Teen ,No ,
Akira Asai,,,,,,Female ,Black ,Brown ,To Neck ,Teen ,No ,
Hana Hoshino,,,,,,Female ,Gray ,Blonde ,To Neck ,Teen ,No ,
Shiho Ihara,,,,,,Female ,Brown ,Red ,To Shoulders ,Teen ,Animal ,
